"Prop_ID","Playground_ID","Name","Location","Accessible","lat","lon","slug","ADA_Accessible_Comfort_Station","Sensory-Friendly"
"M217","M217","Howard Bennett Playground","W. 135 St To W. 136 St, Lenox Ave To 5 Ave","Yes","40.8138","-73.9391","null","Not Accessible","N"
"M218","M218","DeSalvio Playground","Spring St and Mulberry St","Yes","40.7216","-73.9962","null","No","Y"
"M219","M219","Tecumseh Playground","W. 78 St and Amsterdam Ave","Yes","40.7819","-73.9789","null","Not Accessible","Y"
"M220","M220","Frederick Douglass Playground","Amsterdam Ave between W. 100 St and W. 102 St","Limited","40.7968","-73.968","null","NotAccessible","N"
"M221","M221","Gutenberg Playground","W. 49 St between 9 Ave and 10 Ave","Limited","40.7635","-73.9902","null","No","N"
"M223","M223","Jacob H. Schiff Playground","Amsterdam Ave between W. 136 St and W. 138 St","Yes","40.82","-73.9522","null","Not Accessible","Y"
"M225","M225","Wagner Playground","E. 120 St between 1 Ave and 2 Ave","Limited","40.7998","-73.9349","null","No","Y"
"M226","M226","Augustus St. Gaudens Playground","2 Ave, E. 19 St To E. 20 St","Yes","40.7355","-73.9822","null","Not Accessible","Y"
"M228","M228","Henry M Jackson Playground","Henry St. & Jackson St.","Limited","40.714","-73.9815","null","Not Accessible","N"
"M229","M229","Happy Warrior Playground","W. 97 St and Amsterdam Ave","Yes","40.7956","-73.968","null","Not Accessible","Y"
"M230","M230","Poor Richard's Playground","E. 109 St between 2 Ave and 3 Ave","Yes","40.7931","-73.9431","null","No","Y"
"M233","M233","Matthew P. Sapolin Playground","W. 70 St between W. End Ave and Amsterdam Ave","Yes","40.7775","-73.9839","null","Accessible","Y"
"M234","M234","Wright Brothers Playground","St Nicholas Ave and W. 156 St","Yes","40.8316","-73.9415","null","Accessible","Y"
"M235","M235","Sol Lain Playground","E. Broadway, Henry St, Gouverneur St","Yes","40.7141","-73.9841","null","Accessible","Y"
"M236","M236","Samuel Seabury Playground","Lexington Ave, E. 95 St To E. 96 St","Yes","40.7855","-73.9507","null","Not Accessible","Y"
"M237","M237","Corporal John A. Seravalli Playground","Hudson St between Gansevoort St and Horatio St","Yes","40.739","-74.0045","null","Not Accessible","Y"
"M238","M238","Bloomingdale Playground","Amsterdam Ave, W. 104 St and W. 105 St","Yes","40.7992","-73.9662","null","Accessible","Y"
"M239","M239","P.S. 155 Playground","E. 117 St To E. 118 St, 1 Ave To 2 Ave","Yes","40.7974","-73.9352","null","Not Accessible","N"
"M240","M240","Audubon Playground","Audubon Ave, W. 169 St and W. 170 St","Yes","40.8417","-73.9381","null","Accessible","N"
"M241","M241","Nathan Straus Playground","Rivington St and Attorney St between Clinton St and Ridge St","Yes","40.7197","-73.9842","null","No","Y"
"M244","M244","Sol Bloom Playground","Columbus Ave, W. 91 St To W. 92 St, Central Park W.","Yes","40.7898","-73.9688","null","Not Accessible","Y"
"M245","M245","Renaissance Playground","7 Ave To 8 Ave, W. 143 St To W. 144 St","Yes","40.8215","-73.9418","null","Not Accessible","Y"
"M249","M249","Penn South Playground","W. 26 St, 8 Ave To 9 Ave","Yes","40.7475","-73.9984","null","No","Y"
"M251","M251","Bleecker Playground","Hudson St, Bleecker St and 8 Ave","Yes","40.7363","-74.0055","null","Accessible","N"
"M256","M256","MacArthur Playground","E. 48 St To E. 49 St, FDR","Yes","40.7522","-73.9651","null","Not Accessible","N"
"M257","M257","Clement Clarke Moore Park Playground","W. 22 St and 10 Ave","Yes","40.7465","-74.0042","null","No","Y"
"M258","M258","East River Playground","FDR Dr., E. 106 St To E. 107 St","Yes","40.7892","-73.9379","null","Not Accessible","N"
"M259","M259","McKinley Playground","Between 1st Ave & Ave A and E. 3rd & E 4th Sts.","Yes","40.7243","-73.9858","null","Accessible","Y"
"M263","M263","Bellevue South Park Playground","E. 26 St To E. 28 St, 2 Ave","Yes","40.7402","-73.9779","null","No","Y"
"M264","M264","Playground 89 LXXXIX","W. 89 St, Amsterdam Ave and Columbus Ave","Yes","40.7886","-73.9718","null","No","Y"
"M265","M265","Vincent F. Albano Jr. Playground","2 Ave between E. 29 St and E. 30 St","Limited","40.7419","-73.9784","null","No","N"
"M270","M270","Dry Dock Playground","Szold Pl, E. 10 St, Ave D","Yes","40.7256","-73.9754","null","No","Y"
"M273","M273-01","Othmar Ammann Playground","E 124 St Bet 1 & 2 Aves","Yes","40.8017","-73.9325","null","Not Accessible","Y"
"M277","M277","Hell's Kitchen Park Playground","10 Ave between W. 47 St and W. 48 St","Yes","40.7629","-73.9926","null","No","Y"
"M283","M283-01","Nelson Rockefeller Park Playground North","null","Yes","40.7181","-74.0156","null","Not Accessible","N"
"M283","M283-02","Nelson Rockefeller Playground","River Terr, Warren St","Yes","40.7168","-74.0166","null","Not Accessible","Y"
"M283","M283-03","Nelson Rockefeller Park Playground South","River Terr, Murray St","Yes","40.7159","-74.0167","null","No","Y"
"M283A","M283A","Battery Park City Playground","between Hudson River and South End Ave south of Liberty St","Limited","40.712","-74.0172","null","No","Y"
"M285","M285","Dr. Ronald E. McNair Playground","Lexington Ave between E. 122 St and 123 St","Yes","40.8027","-73.938","null","No","Y"
"M286","M286-01","DeKovats Playground","York Ave, E. 91 St, E. 92 St","Yes","40.7794","-73.9441","null","No","Y"
"M288","M288","Ramon Aponte Park Playground","47 St between 8 Ave and 9 Ave","Yes","40.7614","-73.9895","null","No","Y"
"M292","M292","Sunshine Playground","E. 101 St between 3 Ave and Lexington Ave","Limited","40.7884","-73.9479","null","No","Y"
"M294","M294","Ruppert Park Playground","Second Ave between E. 90 St and E. 91 St","Yes","40.781","-73.9504","null","No","Y"
"M295","M295","Mercer Playground","Mercer St between Houston St and W. 4 St","Yes","40.7276","-73.9963","null","No","Y"
"M301","M301","St. Gregory's Playground","W. 90 St between Amsterdam Ave and Columbus Ave","Yes","40.7895","-73.9719","null","No","Y"
"M303","M303","Abyssinian Tot Lot","W. 139 St between Adam C Powell Blvd and Lenox Ave ","Limited","40.8171","-73.9409","null","No","Y"
"M308","M308","Washington Market Park Playground","Chambers St between Greenwich St and West St","Yes","40.7171","-74.011","null","Accessible","Y"
"M321","M321","Lower East Side Playground","E. 12 St, E. 11 St between 1 Ave and Ave A","Yes","40.7293","-73.9831","null","No","N"
"M353","M353-01","Little Engine Playground","67th To 68th Sts Along Riverside Dr","Yes","40.7779","-73.989","null","No","Y"
"M355","M355","Robert L. Clinkscales Playground","W. 146 St between Fredrick Douglass Blvd and Adam Clayton Powell Blvd","Yes","40.8225","-73.9399","null","No","Y"
"M378","M378","Pearl St Playground","Pearl St between Fulton St and Beekman St","Yes","40.7079","-74.0039","null","No","Y"
"M386","M386","Imagination Playground","Front St, John St, and South St","Yes","40.7064","-74.0043","null","Accessible","Y"
"M395","M395","Fiorello La Guardia Park Playground","La Guardia Pl between W. 3 St and Bleecker St","Yes","40.7289","-73.9981","null","No","Y"
"Q001","Q001-01","Wild Flower Meadow Playground","Grand Central Pkwy (Upper Area), GCP & Douglaston Pkwy Entrance","Yes","40.7423","-73.7409","null","Not Accessible","Y"
"Q001","Q001-04","Horatio Playground","Horatio Pkwy & 50th Ave","Yes","40.7587","-73.7536","null","Not Accessible","N"
"Q001","Q001-99","Alley Springfield Playground","Nr Springfield Lot, Ballfields","Yes","40.7415","-73.7488","null","Not Accessible","Y"
"Q001A","Q001A-01","Alley Athletic Playground","Winchester Blvd, Union Tpke","Yes","40.7394","-73.7343","null","Accessible","Y"
"Q002","Q002","Grover Cleveland Playground","Stanhope St between Fairvier Ave and Grandview Ave","Yes","40.7115","-73.911","null","Accessible","Y"
"Q004","Q004-01","Charybdis Playground","Shore Blvd opposite 23 Ave","Yes","40.7798","-73.9224","null","Accessible","Y"
"Q005","Q005-01","Sutphin Playground","Sutphin Blvd & 125 Ave","Yes","40.6748","-73.7891","null","Not Accessible","Y"
"Q005","Q005-04","Lakeview Lane Playground","Lakeview Lane & 122 Ave","Yes","40.6777","-73.7824","null","No","Y"
"Q005","Q005-05","157th St Playground","157 St & 116 Ave","Yes","40.6848","-73.7864","null","Not Accessible","Y"
"Q005","Q005-11","Baisley Park South Playground","150 St & 130 Ave","Yes","40.6692","-73.7881","null","Accessible","Y"
"Q005","Q005-12","Rockaway Blvd Playground","150th St & Rockaway Blvd","Yes","40.6726","-73.7877","null","No","Y"
"Q006","Q006-01","Bowne Playground","29 And 32 Aves, 158 To 159 Sts","Yes","40.7705","-73.8059","null","Accessible","N"
"Q007","Q007-01","Bayswater Playground","Beach 32 St & Beach Channel Drive","Yes","40.5989","-73.767","null","Accessible","Y"
"Q008","Q008-01","Brookville Playground","Brookville Blvd, 144 Ave &  Caney Rd","Limited","40.6632","-73.7414","null","Accessible","Y"
"Q008","Q008-02","Brookville Park Playground","Brookville Blvd, 144 Ave &  Caney Rd","Yes","40.6621","-73.7421","null","Accessible","N"
"Q009","Q009-01","MacNeil Playground","Poppenhusen Ave, opposite 119 St","Yes","40.7933","-73.8511","null","Not Accessible","Y"
"Q011","Q011","Poppenhusen Playground","20 Ave, 21 Ave between 123 St and 124 St","Yes","40.7814","-73.8445","null","Not Accessible","Y"
"Q012","Q012-01","Buz O'Rourke Playground","34 Ave & 214 Pl","Yes","40.771","-73.7714","null","No","N"
"Q013","Q013","Veterans Grove Playground","Whitney Ave, 43 Ave, between Judge St and Ketcham St","Yes","40.7427","-73.8775","null","No","Y"
"Q014","Q014","Astoria Heights Playground","30 Rd between 45 St and 46 St","Yes","40.7608","-73.9116","null","Accessible","N"
"Q015","Q015-02","Sobelsohn Park Playground","Union Tpke, Park Lane S, Adj Overlook","Yes","40.7095","-73.836","null","Not Accessible","Y"
"Q015","Q015-03","Jackson Pond Playground","108 St & Myrtle Ave","Yes","40.701","-73.8427","null","No","Y"
"Q015","Q015-05","Greenhouse Playground","Myrtle Ave, Woodhaven Blvd","Limited","40.7013","-73.856","null","Not Accessible","N"
"Q015","Q015-07","Joseph Devoy Playground","Union Tpke & 71 Ave","Yes","40.7076","-73.8514","null","No","Y"
"Q015","Q015-08","Dry Harbor Playground","80 St & Myrtle Ave","Yes","40.7025","-73.8676","null","Not Accessible","N"
"Q015","Q015-09","Giovanelli Playground","Freedom Dr, Park Lane S, 102 St","Yes","40.6989","-73.8476","null","No","Y"
"Q015","Q015-10","Mary Whalen Playground","79 St & Park Lane South","Yes","40.6957","-73.8651","null","No","Y"
"Q017","Q017","The Olde Towne of Flushing Burial Ground Playground","46 Ave between 164 St and 165 St","Limited","40.7556","-73.8022","null","No","Y"
"Q020","Q020-01","Lower Highland Playground","Jamaica Ave & Elton St","Yes","40.6841","-73.8856","null","Accessible","Y"
"Q020","Q020-02","Upper Highland Playground","Heath Pl & Highland Blvd","Yes","40.6828","-73.8927","null","Accessible","Y"
"Q021","Q021-01","Upper Playground","193rd St And Radnor Road","Limited","40.7264","-73.7755","null","Accessible","Y"
"Q021","Q021-02","Redwood Playground","193 St & Aberdeen Rd","Yes","40.7269","-73.7756","null","Accessible","Y"
"Q021","Q021-03","210 St Playground","210 St & 73 Ave","Yes","40.7393","-73.7653","null","Not Accessible","N"
"Q021B","Q021B","McLaughlin Playground","McLaughlin Ave between Sutro St and Francis Lewis Blvd","Yes","40.7256","-73.7663","null","No","N"
"Q021C","Q021C","Seven Gables Playground","210 St, Oceania St between the Long Island Exwy. and 64 Ave ","Yes","40.7439","-73.7661","null","No","N"
"Q022","Q022","Margaret I. Carman Green Playground","37 Ave between Bowne St and Parsons Blvd","Yes","40.7637","-73.8246","null","Not Accessible","N"
"Q023","Q023-01","Rufus King Park Playground","Jamaica Ave & 153 St","Yes","40.7039","-73.8034","null","Not Accessible","Y"
"Q024","Q024-02","Playground","164 St & Lithonia","Yes","40.7487","-73.8031","null","Accessible","Y"
"Q024","Q024-03","Four Winds Playground","Booth Memorial Ave & 160 St","Yes","40.7427","-73.8082","null","No","Y"
"Q024","Q024-05","Playground","Rose & Oak Aves","Yes","40.7495","-73.8074","null","No","Y"
"Q026","Q026","Park Of The Americas Playground","41 Ave, 42 Ave between 103 St and 104 St","Yes","40.7488","-73.8621","null","Not Accessible","Y"
"Q027","Q027-02","Laurelton Parkway West Playground","120th Ave & 238th Street","Yes","40.6854","-73.7268","null","Not Accessible","Y"
"Q031","Q031","Lawrence Virgilio Playground","52 St, Woodside Ave between 39 Rd and 39 Dr.","Yes","40.7475","-73.9104","null","Accessible","Y"
"Q038","Q038","Benninger Playground","Madison St between 60 Pl and Fresh Pond Rd","Yes","40.7071","-73.8985","null","No","Y"
"Q041","Q041","Newtown Playground","56 Ave, 92 St","Yes","40.7362","-73.8694","null","Accessible","Y"
"Q044","Q044","L/CPL Thomas P. Noonan Jr. Playground","47 Ave, Greenpoint Ave between 42 St and 43 St","Yes","40.7413","-73.9222","null","Not Accessible","Y"
"Q045","Q045","Andrews Grove Playground","49 Ave between 5 St and Vernon Blvd","Yes","40.7433","-73.9547","null","No","Y"
"Q046","Q046","Josephine Caminiti Playground","102 St between Corona Ave and Alstyne Ave","Yes","40.744","-73.8615","null","Not Accessible","N"
"Q048","Q048-01","Rainey Park Playground","34 Ave & Vernon Blvd","Yes","40.7657","-73.9414","null","Not Accessible","N"
"Q051","Q051-01","174 St Playground","174 St & 113 Ave","Yes","40.6936","-73.778","null","Not Accessible","Y"
"Q052","Q052-01","Captain Tilly Playground","85 Ave & 165 St","Yes","40.7126","-73.7992","null","NotAccessible","Y"
"Q053","Q053","Equity Playground","88 Ave to 89 Ave at 90 St","Yes","40.6917","-73.8534","null","Not Accessible","Y"
"Q066B","Q066B","Triborough Bridge Playground B","Hoyt Ave between 21 St and 23 St","Yes","40.7745","-73.9232","null","Not Accessible","N"
"Q066C","Q066C","Triborough Bridge Playground C","Hoyt Ave between 23 St and  24 St","Yes","40.774","-73.9222","null","Not Accessible","Y"
"Q066D","Q066D","Triborough Bridge Playground D","Hoyt Ave, between 24 St and Crescent St","Limited","40.7735","-73.9216","null","No","N"
"Q066F","Q066F","Hoyt Playground","Hoyt Ave North between 29 St and 31 St","Yes","40.7718","-73.9171","null","No","Y"
"Q067A","Q067A","General Hart Playground","Broadway, 37 Ave between 65 St and 69 St","Yes","40.7488","-73.8975","null","Not Accessible","Y"
"Q082","Q082","Wayanda Park Playground","Robard La. between Hollis Ave and Montery St","Yes","40.711","-73.7387","null","Not Accessible","Y"
"Q085","Q085","Gorman Playground","30 Ave, 25 Ave between 84 St and 85 St","Yes","40.7617","-73.8842","null","Not Accessible","Y"
"Q086","Q086-01","Leonardo Ingravallo Playground","149 St & 25 Ave","Yes","40.7761","-73.8174","null","Not Accessible","N"
"Q089B","Q089B-01","Harvey Playground","20 Ave, Whitestone Exwy","Yes","40.7826","-73.8238","null","Not Accessible","Y"
"Q092","Q092","Police Officer Edward Byrne Park Playground","N. Conduit Ave, 135 Ave between 130 Pl and 134 St","Yes","40.6675","-73.8069","null","Not Accessible","Y"
"Q094","Q094-01","Addabbo Playground","Bet 81-82 Sts, N. Conduit Ave","Yes","40.6733","-73.8546","null","No","N"
"Q096E","Q096E","Lefferts Playground","N. Conduit Ave between Lefferts Blvd and 122 St","Yes","40.6655","-73.8213","null","No","N"
"Q098","Q098","Frank D. O'Connor Playground","Broadway and Woodside Ave between 77 St and 79 St","Yes","40.7444","-73.8866","null","Accessible","Y"
"Q099","Q099-01","World's Fair Playground","62nd Drive And Grand Central Pkwy Service Rd","Yes","40.7367","-73.8457","null","NotAccessible","Y"
"Q099","Q099-15","Triassic Playground","Jewel Ave & Van Wyck Exwy","Yes","40.73","-73.8351","null","Not Accessible","Y"
"Q099","Q099-16","Jurassic Playground","Meadow Lake Dr near 64th Ave & Grand Central Parkway Service Road West","Yes","40.7353","-73.8437","null","No","Y"
"Q099","Q099-17","Lawrence Playground","College Pt Blvd, Van Wyck Expwy, At Booth Memorial Ave","Yes","40.7484","-73.8335","null","Accessible","Y"
"Q099","Q099-18","Playground For All Children","111 St & Saultell & 56 Aves","Yes","40.7412","-73.849","null","No","Y"
"Q099","Q099-20","Albert H. Mauro Playground","Park Dr East & 73 Terrace","Yes","40.7226","-73.827","null","Accessible","Y"
"Q099","Q099-54","Saturn Playground","Behind Tennis Center","Yes","40.7491","-73.8431","null","No","Y"
"Q099","Q099-55","Buzz Vollmer Playground","South of David Dinkins Circle, Avenue of Commerce & Avenue of Progress","Yes","40.75","-73.8416","null","No","Y"
"Q101","Q101","Middle Village Playground","79 St between 68 Rd and 69 Ave","Yes","40.7103","-73.8737","null","No","N"
"Q102","Q102-02","Juniper North Playground","80th St, Juniper Blvd S, 77th Place, Juniper Blvd S, 78th St","Yes","40.7202","-73.8777","null","Accessible","Y"
"Q102","Q102-03","Juniper South Playground","72 St, 74st, Juniper Blvd South","Yes","40.7185","-73.8828","null","Accessible","Y"
"Q103","Q103","Kennedy Playground","32 Ave, 33 Ave between Corporal Kennedy St and 210 St","Yes","40.771","-73.7794","null","Not Accessible","Y"
"Q104","Q104-01","Vernon Playground","Vernon Blvd, 40 & 41 Aves","Yes","40.7571","-73.947","null","Not Accessible","Y"
"Q105","Q105","Howard Von Dohlen Playground","91 Ave, Archer Ave between 138 Pl and 138 St","Yes","40.6998","-73.8129","null","Accessible","N"
"Q106","Q106","Daniel M. O'Connell Playground","197 St, 196 St between 113 Ave and Murdock Ave","Yes","40.7003","-73.7583","null","Not Accessible","N"
"Q107","Q107-01","Springfield Playground","147 Ave & 184 St","Yes","40.6601","-73.7623","null","Accessible","Y"
"Q108","Q108","Laurelton Playground","Brookville Blvd between 136 Ave 137 Ave","Yes","40.6705","-73.7362","null","No","Y"
"Q118","Q118","Police Officer Nicholas Demutiis Park Playground","Liberty Ave between 101 St and 102 St","Yes","40.6816","-73.8395","null","Not Accessible","Y"
"Q119","Q119","Frederick B. Judge Playground","134 St, 135 St, between 111 Ave and Lincoln St, Linden Blvd","Yes","40.6832","-73.8082","null","Accessible","N"
"Q120","Q120","Harvard Playground","179 Pl between 90 Ave and Jamaica Ave","Yes","40.7094","-73.7817","null","No","N"
"Q121","Q121-01","173rd St Playground","173 St & 106 Ave","Yes","40.702","-73.7836","null","Not Accessible","Y"
"Q121","Q121-02","K.l. Williams Playground (Tennis)","null","Limited","40.7038","-73.7851","null","Accessible","Y"
"Q122","Q122","Junction Playground","34 Ave between 96 St and Junction Blvd","Yes","40.7547","-73.8721","null","No","Y"
"Q123","Q123","Astoria Health Playground","14 St between 31 Ave and 31 Dr.","Yes","40.768","-73.9327","null","Not Accessible","N"
"Q126","Q126-01","Francis Lewis Playground","3 Ave, Whitestone Bridge Approach","Yes","40.7965","-73.8246","null","Not Accessible","Y"
"Q127","Q127","Marconi Park Playground","157 St, 155 St between 108 Ave and 109 Ave","Yes","40.6932","-73.7959","null","Not Accessible","Y"
"Q128","Q128","London Planetree Playground","Atlantic Ave, 95 Ave between 88 St, 89 St","Yes","40.6857","-73.8531","null","Not Accessible","Y"
"Q129","Q129","Phil ""Scooter"" Rizzuto Park Playground","Atlantic Ave, 95 Ave between 127 St and 125 St","Yes","40.6943","-73.8219","null","Not Accessible","Y"
"Q131","Q131-01","Virginia Principe Playground","Center Of Pk, LIE Service Rd, 54 Ave Between 63 And 61 Sts","Yes","40.7272","-73.904","null","NotAccessible","Y"
"Q133","Q133","Pat Williams Playground","Hempstead Ave, 225 St and 224 St Cross Island Parkway Exit at 225 St","Limited","40.7129","-73.7295","null","No","Y"
"Q134","Q134","Breininger Park Playground","240 St between Braddock Ave and Fairbury Ave","Yes","40.7263","-73.729","null","Not Accessible","N"
"Q136","Q136","Playground 115","115 St between 14 Ave and 14 Rd","Yes","40.7852","-73.8526","null","No","Y"
"Q141","Q141","Murray Playground","45 Ave, 45 Rd between 11 St and 21 St","Yes","40.7472","-73.9486","null","Accessible","Y"
"Q162E","Q162E","Beach 59th St Playground","Rockaway Boardwalk between B. 60 St and B. 59 St","Yes","40.5892","-73.7891","null","NotAccessible","Y"
"Q162H","Q162H","Beach 30th Street Playground","Rockaway Boardwalk between B. 32 St and B. 28 St","Yes","40.5926","-73.7617","null","Accessible","Y"
"Q162J","Q162J","Beach 17 Playground","Seagirt Blvd between B. 17 St and B. 12 St","Yes","40.5947","-73.7498","null","Accessible","Y"
"Q162J01","Q162J01","Beach 9 Playground","Seagirt Blvd between B. 12 St and B. 9 St","Limited","40.5958","-73.7446","null","Not Accessible","N"
"Q163","Q163-02","Sandpiper Playground","Shore Front Pkwy & Beach 108th St","Yes","40.5801","-73.8277","null","Not Accessible","Y"
"Q163","Q163-19","Rockaway Playground M","B 84 St & Shore Front Pkwy (west of B 84 St)","Yes","40.585","-73.8099","null","Accessible","Y"
"Q163","Q163-20","Rockaway Playground N","B 82 St & Shore Front Pkwy (west of B 82 St)","Yes","40.5854","-73.8086","null","No","Y"
"Q163","Q163-21","Rockaway Beach Playground","Shorefront Parkway And Beach 74 St","Yes","40.5864","-73.8018","null","No","Y"
"Q174A","Q174A","St. Michael's Playground","30 Ave To 31 Ave and Boody St, BQE","Yes","40.7582","-73.9004","null","Not Accessible","Y"
"Q205A","Q205A","Big Bush Playground","Laurel Hill Blvd between 61 St and 64 St","Yes","40.7403","-73.9021","null","Not Accessible","Y"
"Q205B","Q205B","Nathan Weidenbaum Playground","Laurel Hill Blvd, 48 Ave between 63 St and 64 St","Yes","40.7382","-73.9024","null","Not Accessible","Y"
"Q211","Q211","Maple Playground","Kissena Blvd between Maple Ave and Franklin Ave","Yes","40.756","-73.8263","null","Accessible","Y"
"Q212","Q212","Queens Valley Playground","137 St between 76 Ave and 76 Rd","Yes","40.7218","-73.824","null","Not Accessible","N"
"Q218","Q218","Dutch Kills Playground","28 St, Crescent St between 37 Ave and 36 Ave","Yes","40.7578","-73.933","null","Accessible","Y"
"Q220B","Q220B","Norelli-Hargreaves Playground","Van Wyck Exwy. Sr. Rd E., 142 St, 106 Ave","Yes","40.6906","-73.8091","null","No","Y"
"Q220E","Q220E","Playground One Forty","Van Wyck Exwy. Sr. Rd E., 140 St between 120 Ave and Rockaway Blvd","Yes","40.6749","-73.8012","null","No","Y"
"Q220G","Q220G","Hoover - Manton Playgrounds","Manton St between 83 Ave, 134 St and Main St","Yes","40.7104","-73.8202","null","Not Accessible","Y"
"Q221","Q221","Farm Playground","73 Ave between 195 St and 196 Pl","Yes","40.7358","-73.777","null","Not Accessible","N"
"Q226","Q226-01","Hallets Cove Playground (area A)","Vernon Blvd, Main Ave","Yes","40.7718","-73.9344","null","Not Accessible","Y"
"Q226","Q226-02","Hallets Cove Playground (area B)","1 St, E. River, Hallets Cove","Yes","40.7742","-73.9376","null","No","Y"
"Q266","Q266","Westbourne Playground","Mott Ave, Westbourne Ave between Bay 28 St and Bay 25 St","Yes","40.6085","-73.7649","null","Not Accessible","N"
"Q285","Q285","Al Stabile Playground","Centreville St between 133 Ave and 103 St","Yes","40.6773","-73.8354","null","No","Y"
"Q289","Q289","Pinocchio Playground","74 St, 75 St between Cooper Ave and 78 Ave","Yes","40.7058","-73.8754","null","No","Y"
"Q290","Q290","Uncle Vito F. Maranzano Glendale Playground","Central Ave between 70 St and 71 St","Yes","40.7047","-73.8817","null","No","N"
"Q291","Q291","Starr Playground","Onderdonk Ave between Starr St and Willoughby Ave","Yes","40.7099","-73.9177","null","No","Y"
"Q293","Q293","Saul Weprin Playground","56 Ave between 201 St and 202 St","Yes","40.7484","-73.7764","null","Not Accessible","Y"
"Q294","Q294","Utopia Playground","73 Ave, Jewel Ave between Utopia Pkwy. and 179 St","Yes","40.7308","-73.7922","null","No","Y"
"Q296","Q296","Playground Thirty Five XXXV","35 Ave between Steinway St and 41 St","Yes","40.7548","-73.9221","null","No","Y"
"Q298","Q298","Paul Raimonda Playground","20 Ave between 47 St and 48 St","Yes","40.7726","-73.8976","null","Not Accessible","Y"
"Q300","Q300-02","Playground 146","146 St & 56 Rd","Yes","40.7462","-73.8212","null","No","Y"
"Q300","Q300-03","Silent Springs Playground","Colden St & Geranium Ave","Yes","40.7498","-73.8229","null","Accessible","Y"
"Q300","Q300-04","Captain Mario Fajardo Playground","Kissena Blvd & Booth Mem Ave","Yes","40.7433","-73.8147","null","Not Accessible","N"
"Q300","Q300-05","Rachel Carson Playground","Colden & Juniper Sts","Yes","40.7492","-73.822","null","Not Accessible","N"
"Q300","Q300-06","NYHMC Playground","Main St & 56 Ave","Yes","40.7485","-73.8255","null","No","Y"
"Q300A","Q300A-01","Ella Fitzgerald Playground","Peck Ave & 188 St","Yes","40.7448","-73.7879","null","Not Accessible","Y"
"Q300A1","Q300A1","Holy Cow Playground","Peck Ave between 61 Rd and 67 Ave","Yes","40.7412","-73.7762","null","Not Accessible","N"
"Q301","Q301","Jamaica Playground","Union Hall St, 160 St between 110 Ave and 109 Ave","Yes","40.6932","-73.7903","null","No","Y"
"Q302","Q302","Evergreen Park Playground","St Felix Ave between Seneca Ave and 60 Pl","Limited","40.6973","-73.8969","null","Not Accessible","Y"
"Q303","Q303","Travers Park Playground","34 Ave between 77 St and 78 St","Yes","40.7543","-73.8893","null","Not Accessible","Y"
"Q304","Q304","Ehrenreich-Austin Playground","Austin St between 76 Ave and 76 Dr.","Yes","40.7158","-73.8373","null","Accessible","N"
"Q305","Q305","Mafera Park Playground","65 Pl between Shaler Ave and the rail yards","Yes","40.7058","-73.8912","null","Not Accessible","Y"
"Q306","Q306","The Painter's Playground","Alderton St between Dieterle Cr. and Ellwell Cr.","Yes","40.7206","-73.8598","null","Not Accessible","Y"
"Q307","Q307","Delphin H. Greene Playground","121 Ave between 235 St and 237 St","Yes","40.6844","-73.7291","null","Not Accessible","N"
"Q308","Q308","Bowne Playground","Union St between Barclay Ave and Sanford Ave","Yes","40.758","-73.8247","null","Accessible","Y"
"Q310","Q310","Glen Oaks Oval Playground","74 Ave, 260 St","Yes","40.7496","-73.7162","null","Not Accessible","Y"
"Q313","Q313","Arverne Playground","Arverne Blvd between Beach 56 St and Beach 54 St","Yes","40.5929","-73.7854","null","No","N"
"Q314","Q314","Fresh Meadows Playground","67 Ave between 173 St and 174 St","Yes","40.7344","-73.7964","null","Not Accessible","N"
"Q317","Q317","Tall Oak Playground","64 Ave between 218 St and 219 St","Yes","40.7463","-73.7581","null","Not Accessible","N"
"Q318","Q318","Playground 80 LXXX","80 Ave between 261 St and 262 St","Yes","40.745","-73.7096","null","Not Accessible","N"
"Q319","Q319","Annadale Playground","Yellowstone Blvd between 64 Rd and 65 Ave","Yes","40.7311","-73.8516","null","Accessible","Y"
"Q320","Q320","Vleigh Playground","70 Rd, 71 Ave between 150 St and Kissena Blvd","Yes","40.7298","-73.816","null","Not Accessible","Y"
"Q321","Q321","Van Alst Playground","21 St between 29 Ave and 30 Ave","Yes","40.7704","-73.9282","null","Not Accessible","Y"
"Q322","Q322","Bellaire Playground","Hillside Ave between 207 St and 208 St","Yes","40.7217","-73.7581","null","Not Accessible","N"
"Q326","Q326","Bland Playground","40 Rd between Prince St and Main St","Yes","40.7582","-73.8313","null","No","N"
"Q327","Q327","Castlewood Playground","Little Neck Pkwy. between 72 Ave and 73 Ave","Limited","40.75","-73.7206","null","Not Accessible","N"
"Q328","Q328","Bellerose Playground","85 Ave between 248 St and 249 St","Limited","40.733","-73.7178","null","Not Accessible","N"
"Q329","Q329","Pomonok Playground","Kissena Blvd, 155 St between 65 Ave and Melbourne Ave","Yes","40.7366","-73.8139","null","Not Accessible","Y"
"Q330","Q330","Locust Manor Playground","121 Ave between Lucas St and 192 St","Yes","40.6857","-73.7564","null","Not Accessible","N"
"Q332","Q332","Woodtree Playground","20 Ave between 37 St and 38 St","Yes","40.7773","-73.9025","null","Accessible","N"
"Q333","Q333","Ravenswood Playground","21 St between 34 Ave and 35 Ave","Yes","40.7622","-73.9359","null","No","Y"
